"donor_id","donated","age","gender","marital_status","balance","income_category","education","previous_gifts","mean_gift","max_gift","min_gift","median_gift","days_since_first_gift","recency","frequency","emails_opened","website_visits","attended_event","newsletter_subscriber","region","area_type","distance_to_office","gender_F","gender_M","income_low","income_medium","income_high","income_veryhigh","age_disc","balance_disc","mean_gift_disc","max_gift_disc","recency_disc"
1696,1,31,"M","Widowed",1645.15,"Low","High School",1,188.29,414.49,116.13,301.39,1033,957,0.353339787028074,5,5,0,1,"Durrës","Suburban",25.7,0,1,1,0,0,0,"age_1","balance_3","mean_gift_5","max_gift_5","recency_5"
1697,1,78,"M","Divorced",1088.02,"High","High School",0,0,0,0,0,NA,NA,0,7,7,0,1,"Durrës","Urban",0.8,0,1,0,0,1,0,"age_5","balance_2",NA,NA,NA
1698,1,50,"M","Single",1320.01,"High","Bachelor",1,44.58,66.65,27.45,55.62,2000,684,0.1825,11,4,0,0,"Tiranë","Urban",45.9,0,1,0,0,1,0,"age_2","balance_3","mean_gift_3","max_gift_3","recency_4"
1699,1,42,"F","Divorced",2492.26,"Low","Master",0,0,0,0,0,NA,NA,0,13,6,1,0,"Tiranë","Rural",20.7,1,0,1,0,0,0,"age_2","balance_5",NA,NA,NA
1700,0,36,"F","Divorced",987.44,"Medium","High School",4,9.87,18.57,5.23,14.22,929,654,1.57158234660926,13,3,0,0,"Other","Urban",14.3,1,0,0,1,0,0,"age_1","balance_2","mean_gift_1","max_gift_1","recency_4"
1701,0,74,"M","Single",977.69,"Low","High School",6,31.68,64.68,18.27,48.18,874,799,2.50572082379863,8,5,0,0,"Tiranë","Urban",8.1,0,1,1,0,0,0,"age_5","balance_2","mean_gift_2","max_gift_3","recency_5"
1702,1,27,"F","Divorced",2140.85,"Low","Bachelor",3,32.48,55.98,25.73,44.23,615,615,1.78048780487805,5,5,0,0,"Elbasan","Urban",22.4,1,0,1,0,0,0,"age_1","balance_4","mean_gift_2","max_gift_2","recency_4"
1703,1,57,"F","Single",2309.5,"Low","PhD",0,0,0,0,0,NA,NA,0,9,3,0,1,"Other","Suburban",28.4,1,0,1,0,0,0,"age_3","balance_5",NA,NA,NA
1705,0,41,"M","Married",506.7,"High","High School",1,101.51,246.77,78.64,174.14,2479,277,0.147236789027834,4,6,0,0,"Tiranë","Urban",22.2,0,1,0,0,1,0,"age_2","balance_1","mean_gift_5","max_gift_5","recency_2"
1706,1,52,"M","Married",1571.29,"Medium","Bachelor",3,105.27,162.99,68.13,134.13,2231,436,0.490811295383236,7,6,0,0,"Vlorë","Suburban",4.4,0,1,0,1,0,0,"age_3","balance_3","mean_gift_5","max_gift_5","recency_3"
1708,0,48,"M","Married",676.07,"Medium","High School",1,59.46,82.67,26.07,71.06,1043,254,0.349952061361457,2,5,0,1,"Shkodër","Urban",26.6,0,1,0,1,0,0,"age_2","balance_1","mean_gift_4","max_gift_3","recency_2"
1709,1,42,"M","Married",2292.6,"High","Bachelor",5,25.58,28.57,19.25,27.08,2323,139,0.785622040464916,7,5,0,0,"Other","Rural",32.5,0,1,0,0,1,0,"age_2","balance_5","mean_gift_2","max_gift_1","recency_1"
1711,1,67,"F","Single",2877.73,"High","Bachelor",0,0,0,0,0,NA,NA,0,8,10,0,1,"Shkodër","Urban",23.7,1,0,0,0,1,0,"age_4","balance_5",NA,NA,NA
1712,0,85,"F","Widowed",0,"High","PhD",1,71.54,154.14,43.7,112.84,2760,601,0.132246376811594,8,3,0,1,"Shkodër","Urban",26.1,1,0,0,0,1,0,"age_5","balance_1","mean_gift_4","max_gift_5","recency_4"
1713,0,37,"F","Married",1381.79,"Low","Bachelor",3,31.22,39.31,16.88,35.26,475,84,2.30526315789474,14,4,1,1,"Shkodër","Urban",16.6,1,0,1,0,0,0,"age_1","balance_3","mean_gift_2","max_gift_2","recency_1"
1714,1,37,"M","Single",2590.56,"Low","Master",5,38.69,56.2,16.15,47.44,530,152,3.44339622641509,5,5,0,1,"Tiranë","Urban",11.2,0,1,1,0,0,0,"age_1","balance_5","mean_gift_3","max_gift_2","recency_1"
1716,1,34,"M","Married",215.44,"Very High","High School",3,78.67,164.03,39.6,121.35,457,427,2.39606126914661,9,5,1,1,"Vlorë","Urban",62,0,1,0,0,0,1,"age_1","balance_1","mean_gift_5","max_gift_5","recency_3"
1717,0,91,"M","Married",2372.9,"Medium","Bachelor",1,10.03,14.62,7.7,12.32,889,889,0.410573678290214,7,5,0,0,"Tiranë","Urban",6.9,0,1,0,1,0,0,"age_5","balance_5","mean_gift_1","max_gift_1","recency_5"
1718,0,18,"F","Married",1681.97,"Low","High School",3,8.86,20.49,3.87,14.67,1366,61,0.801610541727672,11,8,0,1,"Vlorë","Urban",50.6,1,0,1,0,0,0,"age_1","balance_3","mean_gift_1","max_gift_1","recency_1"
1720,1,41,"F","Married",2048.92,"Medium","Master",3,36.1,78.17,18.11,57.14,210,210,3,4,6,0,0,"Vlorë","Urban",21.9,1,0,0,1,0,0,"age_2","balance_4","mean_gift_3","max_gift_3","recency_2"
1721,1,51,"M","Divorced",1139.12,"Medium","Bachelor",1,90.05,100.17,49.89,95.11,1601,851,0.227982510930668,2,1,0,0,"Durrës","Urban",57.4,0,1,0,1,0,0,"age_3","balance_2","mean_gift_5","max_gift_4","recency_5"
1722,0,52,"F","Single",2490.92,"Low","Bachelor",2,31.54,46.92,22.83,39.23,1340,906,0.544776119402985,9,9,0,1,"Elbasan","Urban",51.4,1,0,1,0,0,0,"age_3","balance_5","mean_gift_2","max_gift_2","recency_5"
1723,1,73,"M","Married",1572.29,"Medium","Bachelor",6,23.41,37.45,7.26,30.43,293,293,6,12,5,0,0,"Other","Urban",52.5,0,1,0,1,0,0,"age_5","balance_3","mean_gift_2","max_gift_2","recency_2"
1724,1,78,"F","Married",1863.25,"Medium","High School",2,23.86,48.25,8.31,36.06,2620,992,0.278625954198473,11,3,0,0,"Other","Rural",5.3,1,0,0,1,0,0,"age_5","balance_4","mean_gift_2","max_gift_2","recency_5"
1726,1,59,"M","Married",290.96,"Medium","High School",3,5.11,10.9,2.1,8.01,2789,53,0.392613840086052,5,3,0,1,"Tiranë","Suburban",1.3,0,1,0,1,0,0,"age_3","balance_1","mean_gift_1","max_gift_1","recency_1"
1729,0,39,"F","Married",1062.12,"Medium","Bachelor",3,64.97,105,44.88,84.98,1062,743,1.03107344632768,10,2,0,1,"Other","Urban",24.8,1,0,0,1,0,0,"age_1","balance_2","mean_gift_4","max_gift_4","recency_4"
1731,0,37,"M","Divorced",505.14,"Medium","Bachelor",1,18.01,44.56,11.13,31.29,1660,204,0.219879518072289,6,6,0,1,"Vlorë","Suburban",45.6,0,1,0,1,0,0,"age_1","balance_1","mean_gift_1","max_gift_2","recency_2"
1733,0,55,"F","Single",1387.8,"High","Bachelor",3,30.71,55.09,9.83,42.9,1068,80,1.0252808988764,7,4,0,1,"Tiranë","Urban",51,1,0,0,0,1,0,"age_3","balance_3","mean_gift_2","max_gift_2","recency_1"
1734,1,36,"M","Married",1528.95,"Medium","High School",1,67.12,142.84,51.4,104.98,919,363,0.397170837867247,13,1,0,1,"Other","Rural",20.4,0,1,0,1,0,0,"age_1","balance_3","mean_gift_4","max_gift_5","recency_3"
1735,1,62,"M","Married",1686.81,"Medium","Bachelor",3,14.31,20.09,4.49,17.2,943,310,1.16118769883351,6,3,1,1,"Elbasan","Urban",29.2,0,1,0,1,0,0,"age_4","balance_3","mean_gift_1","max_gift_1","recency_2"
1736,1,95,"M","Married",2840.31,"High","High School",3,43.39,87.36,15.24,65.38,185,65,3,10,4,0,1,"Shkodër","Suburban",23.7,0,1,0,0,1,0,"age_5","balance_5","mean_gift_3","max_gift_3","recency_1"
1738,1,48,"M","Married",1479.49,"Medium","Bachelor",4,28.88,30.28,19.85,29.58,540,322,2.7037037037037,3,1,1,0,"Other","Urban",1.7,0,1,0,1,0,0,"age_2","balance_3","mean_gift_2","max_gift_1","recency_2"
1739,1,46,"M","Single",2428.09,"Medium","Master",2,19.24,29.37,9.16,24.3,1223,102,0.596892886345053,3,7,0,0,"Shkodër","Rural",45,0,1,0,1,0,0,"age_2","balance_5","mean_gift_1","max_gift_1","recency_1"
1743,1,82,"M","Single",2065.21,"Medium","High School",2,55.1,129.77,25.45,92.44,802,651,0.910224438902743,9,6,1,1,"Elbasan","Urban",37.9,0,1,0,1,0,0,"age_5","balance_4","mean_gift_4","max_gift_4","recency_4"
1744,1,66,"F","Married",1392.77,"High","Bachelor",1,76.05,174.48,59.98,125.26,1255,752,0.290836653386454,12,2,0,1,"Tiranë","Urban",45.2,1,0,0,0,1,0,"age_4","balance_3","mean_gift_4","max_gift_5","recency_5"
1745,1,72,"F","Married",2024.84,"Medium","Bachelor",6,27.59,28.41,18.71,28,2443,82,0.89643880474826,8,2,0,1,"Tiranë","Urban",49,1,0,0,1,0,0,"age_5","balance_4","mean_gift_2","max_gift_1","recency_1"
1746,0,80,"F","Widowed",653.3,"Medium","High School",0,0,0,0,0,NA,NA,0,13,3,0,1,"Other","Urban",42.4,1,0,0,1,0,0,"age_5","balance_1",NA,NA,NA
1747,0,35,"M","Married",2658.88,"Medium","Bachelor",1,18.15,24.91,13.21,21.53,505,502,0.722772277227723,9,3,0,0,"Tiranë","Rural",35.9,0,1,0,1,0,0,"age_1","balance_5","mean_gift_1","max_gift_1","recency_3"
1750,0,46,"F","Married",1025.38,"Low","High School",3,42.74,59.7,33.56,51.22,2361,117,0.463786531130877,5,3,0,1,"Other","Suburban",30.7,1,0,1,0,0,0,"age_2","balance_2","mean_gift_3","max_gift_3","recency_1"
1751,0,64,"M","Married",178.15,"Medium","High School",1,13.52,30.73,7.47,22.12,919,122,0.397170837867247,6,2,0,1,"Other","Suburban",40.3,0,1,0,1,0,0,"age_4","balance_1","mean_gift_1","max_gift_1","recency_1"
1752,1,54,"M","Widowed",1706.45,"High","High School",2,5.37,5.62,1.84,5.5,2739,554,0.266520627966411,6,4,1,0,"Other","Rural",10.3,0,1,0,0,1,0,"age_3","balance_4","mean_gift_1","max_gift_1","recency_4"
1753,1,68,"M","Single",139.27,"Low","Bachelor",2,26.81,46.83,11.48,36.82,438,438,1.66666666666667,5,5,1,0,"Other","Suburban",2.6,0,1,1,0,0,0,"age_4","balance_1","mean_gift_2","max_gift_2","recency_3"
1755,1,68,"M","Single",3051.11,"Low","Master",1,40.73,73.97,23.61,57.35,614,45,0.594462540716612,11,5,0,1,"Tiranë","Suburban",14.8,0,1,1,0,0,0,"age_4","balance_5","mean_gift_3","max_gift_3","recency_1"
1757,0,55,"M","Married",1525.61,"Medium","Bachelor",0,0,0,0,0,NA,NA,0,11,6,0,1,"Tiranë","Rural",60.5,0,1,0,1,0,0,"age_3","balance_3",NA,NA,NA
1760,0,82,"M","Widowed",2090.43,"Very High","Master",4,13.88,23.53,8.12,18.71,2836,986,0.514809590973202,7,6,0,0,"Other","Rural",37,0,1,0,0,0,1,"age_5","balance_4","mean_gift_1","max_gift_1","recency_5"
1761,1,59,"M","Single",1383.4,"Medium","High School",2,144.13,353.17,108.49,248.65,2804,995,0.260342368045649,9,4,1,0,"Tiranë","Suburban",51.7,0,1,0,1,0,0,"age_3","balance_3","mean_gift_5","max_gift_5","recency_5"
1762,1,26,"F","Married",2014.28,"Low","Bachelor",4,10.88,13.48,8.36,12.18,2736,799,0.533625730994152,2,8,0,0,"Tiranë","Suburban",54.3,1,0,1,0,0,0,"age_1","balance_4","mean_gift_1","max_gift_1","recency_5"
1764,1,61,"F","Single",2332.33,"Medium","Bachelor",1,28.97,55.07,9.89,42.02,1112,121,0.328237410071942,13,4,0,1,"Other","Urban",4.4,1,0,0,1,0,0,"age_4","balance_5","mean_gift_2","max_gift_2","recency_1"
1766,1,68,"M","Divorced",1995.96,"High","High School",1,56.05,117.28,34.42,86.66,1825,715,0.2,5,4,0,1,"Tiranë","Urban",28.6,0,1,0,0,1,0,"age_4","balance_4","mean_gift_4","max_gift_4","recency_4"
1767,1,32,"M","Single",1107.92,"Medium","Master",5,56.58,83.55,42.22,70.06,2279,42,0.800789820096534,4,4,0,1,"Durrës","Urban",49.6,0,1,0,1,0,0,"age_1","balance_2","mean_gift_4","max_gift_3","recency_1"
1768,1,55,"F","Married",763.06,"Very High","Bachelor",7,31.7,41.96,24.79,36.83,1884,292,1.35615711252654,9,1,0,1,"Elbasan","Urban",26,1,0,0,0,0,1,"age_3","balance_1","mean_gift_2","max_gift_2","recency_2"
1770,0,18,"M","Divorced",748.42,"Low","Bachelor",1,29.02,63.25,12.84,46.13,1250,703,0.292,9,9,0,0,"Tiranë","Suburban",25.9,0,1,1,0,0,0,"age_1","balance_1","mean_gift_2","max_gift_3","recency_4"
1773,0,61,"F","Married",470.23,"Medium","High School",0,0,0,0,0,NA,NA,0,9,6,1,1,"Tiranë","Rural",17.7,1,0,0,1,0,0,"age_4","balance_1",NA,NA,NA
1774,1,75,"M","Married",2295.8,"Low","Master",0,0,0,0,0,NA,NA,0,6,11,0,0,"Elbasan","Urban",22.1,0,1,1,0,0,0,"age_5","balance_5",NA,NA,NA
1775,1,58,"F","Widowed",1660.34,"High","Master",4,43.73,80.18,34.03,61.95,268,268,4,15,5,0,0,"Tiranë","Rural",0.4,1,0,0,0,1,0,"age_3","balance_3","mean_gift_3","max_gift_3","recency_2"
1776,1,41,"F","Single",2048.61,"Low","High School",4,29.89,32.57,21.05,31.23,2069,489,0.705654905751571,13,5,0,1,"Tiranë","Urban",25,1,0,1,0,0,0,"age_2","balance_4","mean_gift_2","max_gift_1","recency_3"
1777,1,54,"F","Widowed",1487.28,"High","Bachelor",3,24.95,39.37,10.94,32.16,909,60,1.2046204620462,9,5,0,0,"Shkodër","Rural",47.7,1,0,0,0,1,0,"age_3","balance_3","mean_gift_2","max_gift_2","recency_1"
1780,1,18,"F","Widowed",1393.27,"Medium","High School",1,7.63,16.68,3.78,12.15,1555,125,0.234726688102894,9,3,0,0,"Other","Urban",33.7,1,0,0,1,0,0,"age_1","balance_3","mean_gift_1","max_gift_1","recency_1"
1781,0,50,"F","Married",499.25,"Low","PhD",2,34.51,48.56,18.39,41.53,2314,176,0.315471045808124,7,6,0,0,"Vlorë","Urban",42.2,1,0,1,0,0,0,"age_2","balance_1","mean_gift_2","max_gift_2","recency_1"
1783,1,60,"M","Married",1320.66,"Medium","Bachelor",4,29.84,52.09,23.09,40.97,1181,571,1.23624047417443,10,5,0,1,"Durrës","Urban",0.1,0,1,0,1,0,0,"age_3","balance_3","mean_gift_2","max_gift_2","recency_4"
1784,1,36,"M","Widowed",3388.98,"Low","Master",2,74.17,114.33,25.39,94.25,1306,667,0.55895865237366,10,4,0,1,"Other","Suburban",0.9,0,1,1,0,0,0,"age_1","balance_5","mean_gift_4","max_gift_4","recency_4"
1786,1,75,"F","Married",176.21,"High","High School",4,56.25,72.83,22.19,64.54,1728,530,0.844907407407407,5,4,0,0,"Tiranë","Rural",28.6,1,0,0,0,1,0,"age_5","balance_1","mean_gift_4","max_gift_3","recency_3"
1787,1,68,"M","Married",1551.28,"Low","High School",2,25.11,46.99,14.36,36.05,1986,327,0.367573011077543,5,7,1,1,"Shkodër","Rural",52.6,0,1,1,0,0,0,"age_4","balance_3","mean_gift_2","max_gift_2","recency_2"
1789,0,49,"M","Single",931.68,"High","Master",1,7.43,11.48,2.79,9.46,1784,670,0.204596412556054,10,6,0,0,"Other","Suburban",34.3,0,1,0,0,1,0,"age_2","balance_2","mean_gift_1","max_gift_1","recency_4"
1792,1,56,"F","Single",2166.18,"Low","High School",1,68.8,107.89,32.82,88.34,418,418,0.873205741626794,9,4,0,1,"Durrës","Rural",0.2,1,0,1,0,0,0,"age_3","balance_4","mean_gift_4","max_gift_4","recency_3"
1793,1,62,"M","Widowed",2232.89,"Low","Bachelor",1,23.48,41,15.31,32.24,1074,146,0.339851024208566,9,4,0,1,"Tiranë","Suburban",26.7,0,1,1,0,0,0,"age_4","balance_5","mean_gift_2","max_gift_2","recency_1"
1794,0,56,"M","Married",1130.32,"Very High","High School",2,38.45,93.33,15.25,65.89,273,273,2,9,4,0,1,"Shkodër","Urban",6.9,0,1,0,0,0,1,"age_3","balance_2","mean_gift_3","max_gift_4","recency_2"
1795,1,59,"F","Married",1943.42,"Low","High School",1,80.71,143.59,34.23,112.15,1783,877,0.204711160964666,5,8,0,1,"Shkodër","Rural",23.9,1,0,1,0,0,0,"age_3","balance_4","mean_gift_5","max_gift_5","recency_5"
1796,0,18,"F","Married",1872.95,"High","PhD",1,95.43,149.23,35.6,122.33,2826,647,0.129157820240623,12,9,0,0,"Vlorë","Urban",7.5,1,0,0,0,1,0,"age_1","balance_4","mean_gift_5","max_gift_5","recency_4"
1797,0,60,"M","Married",1532.6,"Low","Bachelor",1,69.43,92.41,38.02,80.92,708,521,0.515536723163842,11,9,1,1,"Tiranë","Rural",20,0,1,1,0,0,0,"age_3","balance_3","mean_gift_4","max_gift_4","recency_3"
1799,0,32,"M","Divorced",1233.83,"Low","Bachelor",3,61.71,131.44,22.07,96.58,2343,738,0.467349551856594,9,1,0,1,"Elbasan","Urban",19.5,0,1,1,0,0,0,"age_1","balance_2","mean_gift_4","max_gift_4","recency_4"
1802,1,38,"M","Married",1230.8,"High","Bachelor",5,23.85,29.88,15.43,26.87,2647,493,0.689459765772573,7,7,0,0,"Shkodër","Suburban",4.6,0,1,0,0,1,0,"age_1","balance_2","mean_gift_2","max_gift_1","recency_3"
1803,1,55,"F","Married",1708.22,"High","Bachelor",7,15.8,28.25,10.99,22.02,2329,20,1.09703735508802,6,6,0,1,"Tiranë","Urban",16.5,1,0,0,0,1,0,"age_3","balance_4","mean_gift_1","max_gift_1","recency_1"
1804,1,34,"M","Married",1008.3,"Medium","High School",3,47.84,104.14,29.09,75.99,2766,804,0.39587852494577,7,5,0,0,"Other","Rural",15.7,0,1,0,1,0,0,"age_1","balance_2","mean_gift_3","max_gift_4","recency_5"
1805,1,36,"M","Single",293.48,"High","Bachelor",2,17.08,27.59,6.93,22.34,2957,621,0.246871829556983,12,5,1,1,"Vlorë","Rural",9.3,0,1,0,0,1,0,"age_1","balance_1","mean_gift_1","max_gift_1","recency_4"
1807,1,69,"M","Married",1705.83,"High","Bachelor",3,44.47,108.91,21.97,76.69,1351,11,0.810510732790526,5,2,0,0,"Vlorë","Urban",37,0,1,0,0,1,0,"age_4","balance_4","mean_gift_3","max_gift_4","recency_1"
1808,1,27,"M","Married",961.31,"High","High School",2,48.86,83.22,29.98,66.04,1434,46,0.509065550906555,11,4,0,0,"Elbasan","Rural",31.2,0,1,0,0,1,0,"age_1","balance_2","mean_gift_3","max_gift_3","recency_1"
1809,0,51,"M","Married",644.15,"Medium","High School",0,0,0,0,0,NA,NA,0,10,5,1,0,"Other","Urban",3,0,1,0,1,0,0,"age_3","balance_1",NA,NA,NA
1812,1,75,"M","Married",2317.22,"Medium","High School",5,71.46,160.19,49.45,115.82,2460,320,0.741869918699187,4,3,0,1,"Durrës","Rural",10.8,0,1,0,1,0,0,"age_5","balance_5","mean_gift_4","max_gift_5","recency_2"
1815,1,70,"F","Married",2424.14,"Low","High School",1,27.5,58.59,18.84,43.05,2101,695,0.173726796763446,6,9,0,1,"Tiranë","Suburban",21.3,1,0,1,0,0,0,"age_4","balance_5","mean_gift_2","max_gift_3","recency_4"
1820,1,57,"F","Married",1823.56,"Medium","Bachelor",4,62.34,153.93,34.46,108.14,411,411,3.55231143552311,7,5,0,1,"Elbasan","Urban",32,1,0,0,1,0,0,"age_3","balance_4","mean_gift_4","max_gift_5","recency_3"
1821,0,19,"M","Divorced",1523.8,"High","High School",3,39.26,55.82,22.34,47.54,2673,733,0.409652076318743,9,4,0,1,"Tiranë","Urban",29.4,0,1,0,0,1,0,"age_1","balance_3","mean_gift_3","max_gift_2","recency_4"
1823,1,32,"F","Married",2636.05,"Medium","Bachelor",2,11.01,26.35,8.17,18.68,926,880,0.788336933045356,12,10,0,1,"Vlorë","Suburban",38.3,1,0,0,1,0,0,"age_1","balance_5","mean_gift_1","max_gift_1","recency_5"
1827,1,52,"F","Married",611.57,"High","Bachelor",3,103.45,257.59,59.57,180.52,549,549,1.99453551912568,6,4,0,0,"Tiranë","Suburban",47.9,1,0,0,0,1,0,"age_3","balance_1","mean_gift_5","max_gift_5","recency_4"
1831,1,50,"M","Single",1915.19,"Low","High School",0,0,0,0,0,NA,NA,0,9,3,0,0,"Vlorë","Urban",5.3,0,1,1,0,0,0,"age_2","balance_4",NA,NA,NA
1832,1,45,"F","Married",2509.76,"High","High School",2,51.28,85.52,37.1,68.4,1446,604,0.504840940525588,7,6,0,1,"Durrës","Urban",20.4,1,0,0,0,1,0,"age_2","balance_5","mean_gift_3","max_gift_3","recency_4"
1833,0,61,"M","Divorced",1973.94,"Low","High School",3,91.7,97.15,57.9,94.43,1236,828,0.885922330097087,11,6,0,0,"Tiranë","Urban",45.7,0,1,1,0,0,0,"age_4","balance_4","mean_gift_5","max_gift_4","recency_5"
1834,1,44,"F","Widowed",0,"Medium","PhD",3,35.27,85.9,11.62,60.59,1456,899,0.75206043956044,11,3,0,0,"Elbasan","Urban",6.1,1,0,0,1,0,0,"age_2","balance_1","mean_gift_3","max_gift_3","recency_5"
1835,1,42,"F","Single",0,"Very High","Master",2,121.29,147.98,76.65,134.64,1784,671,0.409192825112108,10,6,0,1,"Elbasan","Urban",74.4,1,0,0,0,0,1,"age_2","balance_1","mean_gift_5","max_gift_5","recency_4"
1839,1,74,"M","Married",1494.32,"Medium","High School",1,69.13,69.91,30.98,69.52,850,209,0.429411764705882,12,3,1,1,"Elbasan","Urban",42.1,0,1,0,1,0,0,"age_5","balance_3","mean_gift_4","max_gift_3","recency_2"
1840,1,43,"M","Single",1257.78,"High","High School",3,11.62,27.34,4.95,19.48,280,280,3,11,1,0,1,"Tiranë","Rural",27.7,0,1,0,0,1,0,"age_2","balance_2","mean_gift_1","max_gift_1","recency_2"
1841,1,71,"F","Married",1982.16,"Medium","Bachelor",2,77.24,149.4,28.3,113.32,834,397,0.875299760191846,6,4,1,0,"Vlorë","Suburban",25.6,1,0,0,1,0,0,"age_5","balance_4","mean_gift_5","max_gift_5","recency_3"
1842,0,31,"F","Married",600.92,"Medium","Bachelor",1,87.32,105.72,69.41,96.52,2734,570,0.133504023408925,11,7,0,1,"Tiranë","Urban",17.3,1,0,0,1,0,0,"age_1","balance_1","mean_gift_5","max_gift_4","recency_4"
1843,0,58,"F","Single",765.71,"Medium","Master",1,44.8,66.91,31.27,55.85,278,119,1,5,3,0,1,"Tiranë","Urban",69.9,1,0,0,1,0,0,"age_3","balance_1","mean_gift_3","max_gift_3","recency_1"
1844,1,19,"M","Single",2216.97,"High","High School",1,22.58,39.34,7.64,30.96,434,241,0.841013824884793,13,9,0,1,"Shkodër","Urban",62.6,0,1,0,0,1,0,"age_1","balance_5","mean_gift_2","max_gift_2","recency_2"
1845,1,62,"F","Married",412.74,"Medium","Bachelor",2,145.71,331.33,104.21,238.52,429,10,1.7016317016317,4,3,0,0,"Tiranë","Suburban",13.4,1,0,0,1,0,0,"age_4","balance_1","mean_gift_5","max_gift_5","recency_1"
1847,1,54,"M","Single",1486.48,"Low","Bachelor",2,109.91,179.45,57.02,144.68,2037,476,0.358370152184585,4,2,0,0,"Tiranë","Urban",36.6,0,1,1,0,0,0,"age_3","balance_3","mean_gift_5","max_gift_5","recency_3"
1849,0,28,"M","Widowed",2059.57,"Medium","Master",4,28.62,36.88,15.17,32.75,1980,965,0.737373737373737,7,5,0,1,"Durrës","Rural",2.2,0,1,0,1,0,0,"age_1","balance_4","mean_gift_2","max_gift_2","recency_5"
1850,1,71,"F","Divorced",3019.77,"Medium","High School",5,47.48,73.27,20.4,60.38,2246,782,0.812555654496883,14,6,1,1,"Tiranë","Urban",27.1,1,0,0,1,0,0,"age_5","balance_5","mean_gift_3","max_gift_3","recency_5"
1853,1,33,"F","Married",1642.71,"Medium","High School",3,51.51,60.49,24.99,56,805,493,1.36024844720497,8,8,0,1,"Durrës","Suburban",27.4,1,0,0,1,0,0,"age_1","balance_3","mean_gift_4","max_gift_3","recency_3"
1854,0,28,"F","Married",818.84,"Medium","Bachelor",2,28.77,49.97,19.79,39.37,2688,285,0.271577380952381,5,5,0,1,"Other","Urban",9.1,1,0,0,1,0,0,"age_1","balance_1","mean_gift_2","max_gift_2","recency_2"
1855,1,28,"M","Married",1179.13,"Medium","Bachelor",3,14.5,36.24,5.25,25.37,2161,281,0.506709856547894,5,6,0,0,"Tiranë","Suburban",0.8,0,1,0,1,0,0,"age_1","balance_2","mean_gift_1","max_gift_2","recency_2"
1860,0,46,"M","Married",2169.86,"Medium","Bachelor",1,27.6,60.03,13.98,43.81,1476,782,0.247289972899729,5,5,0,0,"Other","Rural",25.5,0,1,0,1,0,0,"age_2","balance_4","mean_gift_2","max_gift_3","recency_5"
1862,1,48,"M","Single",1665.77,"Medium","Bachelor",8,68.05,153.96,35.88,111,965,717,3.0259067357513,14,1,0,0,"Durrës","Suburban",14.3,0,1,0,1,0,0,"age_2","balance_3","mean_gift_4","max_gift_5","recency_4"
1863,1,28,"F","Married",844.57,"Low","High School",4,76.75,189.04,60.44,132.89,514,279,2.84046692607004,5,2,0,0,"Tiranë","Suburban",36.9,1,0,1,0,0,0,"age_1","balance_2","mean_gift_5","max_gift_5","recency_2"
1864,1,68,"M","Divorced",491.32,"Medium","Bachelor",6,143.06,305.5,84.49,224.28,778,545,2.81491002570694,15,2,0,1,"Tiranë","Suburban",47,0,1,0,1,0,0,"age_4","balance_1","mean_gift_5","max_gift_5","recency_4"
1866,1,57,"F","Married",1044.96,"Low","Bachelor",4,146.43,342.84,49.72,244.64,709,19,2.05923836389281,10,5,1,0,"Tiranë","Urban",9.8,1,0,1,0,0,0,"age_3","balance_2","mean_gift_5","max_gift_5","recency_1"
1868,1,81,"M","Married",1948.29,"Medium","Bachelor",1,54.65,95.1,20.76,74.88,2047,145,0.178309721543723,6,6,0,0,"Vlorë","Suburban",39.4,0,1,0,1,0,0,"age_5","balance_4","mean_gift_4","max_gift_4","recency_1"
1869,0,49,"F","Married",1369.42,"High","High School",2,56.64,140.79,42.28,98.72,1597,273,0.457107075767063,7,3,0,0,"Shkodër","Suburban",20.5,1,0,0,0,1,0,"age_2","balance_3","mean_gift_4","max_gift_5","recency_2"
1870,1,73,"M","Married",1597.15,"High","Bachelor",3,15.35,27.74,8.01,21.54,2758,185,0.397026831036983,8,5,0,0,"Elbasan","Urban",3.6,0,1,0,0,1,0,"age_5","balance_3","mean_gift_1","max_gift_1","recency_2"
1872,1,80,"M","Married",2384.04,"Medium","Bachelor",1,11.98,20.12,8.65,16.05,1207,545,0.302402651201326,11,3,0,1,"Elbasan","Urban",31,0,1,0,1,0,0,"age_5","balance_5","mean_gift_1","max_gift_1","recency_4"
1873,0,52,"F","Married",0,"Low","High School",1,18.72,36.27,11.78,27.5,2475,822,0.147474747474747,9,6,1,1,"Elbasan","Rural",82.1,1,0,1,0,0,0,"age_3","balance_1","mean_gift_1","max_gift_2","recency_5"
